"code_muni","year","TASMIN"
"1304104",2002,21.9591666666667
"1304104",2003,22
"1304104",2004,22.05
"1304104",2005,22.0025
"1304203",2001,21.9541666666667
"1304203",2002,22.07
"1304203",2003,22.0625
"1304203",2004,22.1475
"1304203",2005,22.08
"1304237",2001,22.0575
"1304237",2002,22.1666666666667
"1304237",2003,22.1658333333333
"1304237",2004,22.2283333333333
"1304237",2005,22.1616666666667
"1304260",2001,22.15
"1304260",2002,22.29
"1304260",2003,22.2558333333333
"1304260",2004,22.3525
"1304260",2005,22.2791666666667
"1304302",2001,22.2583333333333
"1304302",2002,22.4616666666667
"1304302",2003,22.49
"1304302",2004,22.5275
"1304302",2005,22.4066666666667
"1304401",2001,22.9591666666667
"1304401",2002,23.2125
"1304401",2003,23.21
"1304401",2004,23.2458333333333
"1304401",2005,23.1108333333333
"1600055",2001,20.3116666666667
"1600055",2002,20.41
"1600055",2003,20.5016666666667
"1600055",2004,20.5291666666667
"1600055",2005,20.5991666666667
"1600105",2001,22.2908333333333
