"Uso e ocupação do solo","Malha rodoviária","Serviços de saúde","Perfil Epidemiológico da Malária","Mobilidade Populacional","Suscetibilidade Social","Índice de Capacidade Adaptativa","Índice de sensibilidade","Índice de Exposição","Índice de Vulnerabilidade","Índice de Risco de Impacto para precipitação (média)","Índice de Risco de Impacto para precipitação (mediana)","Índice de Risco de Impacto para precipitação (PCA)"
0.412513820252586,0.5,0.5,0.00190367201973036,0.24,0.525,0.5,0.491663348416201,0.456256910126293,0.4958316742081,0.430696194778131,0.456256910126293,0.380408487413273
0.514809436630872,0.5,0.01,0.043783340190652,0.685,0.59,0.01,0.738598556602766,0.507404718315436,0.374299278301383,0.450567998872273,0.47,0.365362090676401
0.110007225603057,0.5,0.5,0.00211877312256884,0.165,0.495,0.5,0.43778234296057,0.305003612801528,0.468891171480285,0.357964928093938,0.305003612801528,0.485044451080421
0.583861570362199,0.5,0.72,0.0768966509433379,0.15,0.57,0.72,0.506473578854457,0.541930785181099,0.613236789427228,0.501722524869443,0.541930785181099,0.270937808979812
0.411557563780068,0,0.335,1,0.05,0.55,0.335,0.688008912729168,0.205778781890034,0.511504456364584,0.405761079418206,0.5,0.421819350408301
0.770182614241111,0,0.27,0.00479768472757479,0.12,0.565,0.27,0.471461358456044,0.385091307120555,0.370730679228022,0.468607328782859,0.385091307120555,0.347144181609739
0.741926497849141,0,0.5,0.00228216038105576,0.115,0.545,0.5,0.453848637263495,0.37096324892457,0.476924318631748,0.392629189185439,0.37096324892457,0.435948461287082
0.557129820520707,0,0.5,0.00209572359558302,0.415,0.585,0.5,0.610139092843151,0.278564910260354,0.555069546421576,0.394544818893976,0.35,0.428807207041574
0.477442720148451,0.5,0.81,0.449132652116517,0.105,0.525,0.81,0.550275083781215,0.488721360074226,0.680137541890608,0.509619633988278,0.488721360074226,0.255539101618396
0.180802053339396,0.5,0.875,0.224511630593569,0.025,0.675,0.875,0.569836531331383,0.340401026669698,0.722418265665692,0.58427309744513,0.69,0.159138335372912
0.437905923724784,0,0.74,0.544756498400559,0.19,0.545,0.74,0.625723220025053,0.218952961862392,0.682861610012527,0.363938190624973,0.218952961862392,0.457615084797232
0.455431816864071,0,0.505,1,0.55,0.585,0.505,0.925057745127486,0.227715908432036,0.715028872563743,0.384248260331926,0.227715908432036,0.427116128513339
0.784370192672881,0,0.705,0.00590351398476952,0.2,0.575,0.705,0.51294242786768,0.39218509633644,0.60897121393384,0.363718770090093,0.39218509633644,0.458719040906334
0.487672581946427,0.5,0.385,0.00570153030074896,0.095,0.54,0.385,0.442577154946087,0.493836290973213,0.413788577473043,0.532541622815419,0.493836290973213,0.254070864533438
0.462275310199446,0.5,0.375,0.111921410022017,0.14,0.575,0.375,0.515018419967693,0.481137655099723,0.445009209983847,0.432048955027857,0.445009209983847,0.383102123552544
0.774236208078759,0,0.715,0.00210483304060054,0.725,0.485,0.715,0.666737653646368,0.38711810403938,0.690868826823184,0.392662310287521,0.38711810403938,0.412080911705827
0.503934123024466,0.5,0.21,0.509988913999185,0.045,0.55,0.21,0.559242864026777,0.501967061512233,0.384621432013388,0.428862831175207,0.4,0.392955620487126
0.617983353012307,0.5,0.1,0.416828790928332,0.21,0.565,0.1,0.615951403754148,0.558991676506153,0.357975701877074,0.398989126127743,0.357975701877074,0.432680995726469
0.780316598835232,0,0.8,0.421758888194282,0.24,0.56,0.8,0.626176199547214,0.390158299417616,0.713088099773607,0.477748799730408,0.390158299417616,0.297885051734143
0.314725672651751,0.5,0.86,0.593669624650547,0.07,0.59,0.86,0.621128992332433,0.407362836325875,0.740564496166217,0.519309110830697,0.41,0.239655624416058
0.241569646796569,0,0.385,1,0.01,0.52,0.385,0.648846364397128,0.120784823398284,0.516923182198564,0.419236001865616,0.516923182198564,0.407071995494498
0.672373141979883,0.5,0.72,0.697647246410044,0.6,0.55,0.72,0.842022101293086,0.586186570989941,0.781011050646543,0.525732540545495,0.586186570989941,0.219435638271275
0.871522460182327,0.5,0.5,0.284151059855655,0.32,0.585,0.5,0.642942254507253,0.685761230091164,0.571471127253627,0.46574411911493,0.571471127253627,0.316712885765737
0.426341380870399,0,0.265,0.80979919429885,0.155,0.51,0.265,0.653465097217489,0.213170690435199,0.459232548608745,0.374134413014648,0.45,0.468676085189614
0.563973313856082,0,0.225,0.00597615285608611,0.14,0.505,0.225,0.435652452610215,0.281986656928041,0.330326226305107,0.327437627744383,0.330326226305107,0.541058106472981
0.252347490536122,0,0.375,0.882643907565991,0.3,0.57,0.375,0.778056240729782,0.126173745268061,0.576528120364891,0.417567288544317,0.55,0.402587761812853
0.251108066091466,0,0.81,0.0690364403549091,0.04,0.625,0.81,0.498852009737872,0.125554033045733,0.654426004868936,0.429993345971556,0.51,0.3778752399158
0.652151194762309,0,0.585,0.0743907894517376,0.01,0.61,0.585,0.476433540696404,0.326075597381155,0.530716770348202,0.438930789243119,0.46,0.371222480626364
0.362451282340381,0.5,0.78,0.600040835858991,0.29,0.595,0.78,0.719354265428278,0.43122564117019,0.749677132714139,0.576967591294776,0.55,0.16201085100204
0.511014532054994,0.5,0.475,0.773099915459825,0.29,0.505,0.475,0.697251918383482,0.505507266027497,0.586125959191741,0.493877741739746,0.505507266027497,0.285677030640914
0.2817721032767,0,0.365,0.805132915255472,0.035,0.645,0.365,0.701855689766869,0.14088605163835,0.533427844883435,0.414771298840595,0.533427844883435,0.410311863575584
0.7654633662002,0,0.94,0.784122559096696,0.665,0.505,0.94,0.858394442736662,0.3827316831001,0.899197221368331,0.483976301489477,0.3827316831001,0.269878200491071
0.721363731791146,0,0.81,0.568432480988306,0.64,0.455,0.81,0.75496126130433,0.360681865895573,0.782480630652165,0.431054165515913,0.360681865895573,0.352877554166486
0.234905264555724,0,0.87,1,0.04,0.645,0.87,0.754334480733213,0.117452632277862,0.812167240366606,0.483206624214823,0.52,0.291303694129765
0.559204440888301,0,0.71,0.37628522088974,0.295,0.495,0.71,0.589369966606333,0.279602220444151,0.649684983303166,0.366429067915772,0.279602220444151,0.455422652882338
0.453631730035434,0,0.78,0.559723636572224,0.23,0.595,0.78,0.683606337390005,0.226815865017717,0.731803168695002,0.556206344570906,0.71,0.199665041795451
0.449184562187258,0,0.72,0.405350184521383,0.125,0.59,0.72,0.59566955382809,0.224592281093629,0.657834776914045,0.464142352669225,0.51,0.328584746300282
0.316382246151651,0,0.785,0.983252698765401,0.125,0.625,0.785,0.771033633210365,0.158191123075826,0.778016816605182,0.525402646560336,0.64,0.237934081303595
0.558160156823724,0.5,0.56,0.859874084764875,0.23,0.595,0.56,0.761187635005401,0.529080078411862,0.660593817502701,0.526557965304854,0.529080078411862,0.233751888683181
0.731673472783448,0,0.555,0.651786206719857,0.665,0.49,0.555,0.813049886666318,0.365836736391724,0.684024943333159,0.433287226574961,0.365836736391724,0.360388761245765
0.814772146455246,0.5,0,0.0768637341678991,0.395,0.54,0,0.587605544235869,0.657386073227623,0.293802772117934,0.397062948448519,0.293802772117934,0.438075371496566
0.386950096362265,0.5,0.115,0.639080611459064,0.63,0.275,0.115,0.635333374999954,0.443475048181132,0.375166687499977,0.336213911893703,0.375166687499977,0.517993355562747
0.635426947202592,0.5,0.3,0.797499205109135,0.11,0.555,0.3,0.664707517725562,0.567713473601296,0.482353758862781,0.476689077488026,0.482353758862781,0.316887237216418
0.605987633941601,0,0.76,0.777544386107219,0.065,0.57,0.76,0.651693444695976,0.302993816970801,0.705846722347988,0.469613513106263,0.4,0.312958459909803
0.602139834995222,0.5,0.465,0.790733634400686,0.72,0.465,0.465,0.853615726183971,0.551069917497611,0.659307863091986,0.480125926863199,0.551069917497611,0.293915638183181
0.574226338921774,0,0.8,0.0562877018909388,0.4,0.515,0.8,0.565832811688222,0.287113169460887,0.682916405844111,0.336676525101666,0.287113169460887,0.490561195902078
0.555055200153113,0,0.57,0.0135139945583999,0.265,0.545,0.57,0.520069162184126,0.277527600076557,0.545034581092063,0.334187393722873,0.277527600076557,0.509147648313768
0.407337106022079,0,0.455,0.554431161220688,0.665,0.535,0.455,0.821302940830543,0.203668553011039,0.638151470415272,0.37394000780877,0.28,0.449961369006282
0.521733202984037,0.5,0.68,0.775936540907649,0.25,0.565,0.68,0.725656307020458,0.510866601492018,0.702828153510229,0.517898251667416,0.510866601492018,0.24130078067
0.735727066621097,0,0.325,0.00179567726727646,0.73,0.44,0.325,0.635351453505003,0.367863533310549,0.480175726752502,0.309346420021017,0.367863533310549,0.54502303869934
0.212277016552301,0,0.19,0.771225380519144,0.125,0.59,0.19,0.690239036038475,0.106138508276151,0.440119518019237,0.332086008765129,0.440119518019237,0.530364508813532
0.513031987589753,0.5,0.76,0.893147454367394,0.685,0.405,0.76,0.820757225083086,0.506515993794876,0.790378612541543,0.475631535445473,0.506515993794876,0.287475515802712
0.259943004524197,0.5,0.85,0.715083915710028,0.645,0.53,0.85,0.850672310715175,0.379971502262098,0.850336155357588,0.480102552539895,0.379971502262098,0.280364469188776
0.276275725495812,0,0.35,0.733592959721593,0.08,0.63,0.35,0.691220678224843,0.138137862747906,0.520610339112421,0.369582733953443,0.45,0.471117181423516
0.705062602020852,0,0.72,0.0353203587274913,0.15,0.635,0.72,0.543995972100773,0.352531301010426,0.631997986050387,0.578176429020271,0.631997986050387,0.176422456371203
0.346462719267525,0.5,0.265,0.520230299591925,0.11,0.52,0.265,0.567049620733709,0.423231359633762,0.416024810366854,0.519752056666872,0.423231359633762,0.273540258693824
0.549523224606431,0,0.235,0.135859200207235,0.16,0.62,0.235,0.563064920999492,0.274761612303216,0.399032460499746,0.464598024267654,0.399032460499746,0.353916315446942
0.546781148557475,0,0.7,0.501534726771755,0.655,0.57,0.7,0.829400291341914,0.273390574278738,0.764700145670957,0.382696906649898,0.273390574278738,0.421883017901296
0.559490345280213,0,0.75,0.0664448021887049,0.225,0.515,0.75,0.494587888574536,0.279745172640106,0.622293944287268,0.347346372309125,0.279745172640106,0.483424753708302
0.526894730658683,0,0.095,0.040506721014479,0.38,0.51,0.095,0.549598524422808,0.263447365329341,0.322299262211404,0.448582209180248,0.322299262211404,0.383708576522443
0.289342428065846,0.5,0.855,1,0.21,0.59,0.855,0.785251336233285,0.394671214032923,0.820125668116643,0.568265627383188,0.49,0.167321949041973
0.356834046971811,0,0.755,1,0.6,0.44,0.755,0.838486955631438,0.178417023485905,0.796743477815719,0.505053500433875,0.54,0.261774601137876
0.658016898149672,0,0.5,0.0127799752399497,0,0.595,0.5,0.445148588356485,0.329008449074836,0.472574294178242,0.48052758108436,0.472574294178242,0.322802987439258
0.409530766861243,0,0.74,0.627394734842639,0.06,0.575,0.74,0.614485964631152,0.204765383430622,0.677242982315576,0.444002788582066,0.45,0.353736740688931
0.451739756929404,0,0.9,0.308544568076883,0.21,0.51,0.9,0.547119829780408,0.225869878464702,0.723559914890204,0.329809931118302,0.225869878464702,0.497712706855539
0.75599503580934,0,0.5,0.00206907639110471,0.115,0.495,0.5,0.41666370430269,0.37799751790467,0.458331852151345,0.312109790018672,0.37799751790467,0.543340473094973
0.357899799569936,0.5,0.875,0.981014153803431,0.66,0.63,0.875,1,0.428949899784968,0.9375,0.455483299928323,0.428949899784968,0.301210392993145
0.327271360150496,0,0.895,1,0.205,0.565,0.895,0.764575828832269,0.163635680075248,0.829787914416134,0.331141198163794,0.163635680075248,0.48704868262294
0.388976893281089,0.5,0.365,0.50867077480703,0.645,0.245,0.365,0.585679555658244,0.444488446640544,0.475339777829122,0.306609408156556,0.444488446640544,0.545962105719097
0.391626941026717,0.5,0.79,0.0303661988955043,0.15,0.44,0.79,0.397909008169036,0.445813470513358,0.593954504084518,0.346589324865959,0.445813470513358,0.480601422776754
0.650673978301264,0.5,0.77,0.984088569162569,0.635,0.535,0.77,0.919695035272339,0.575336989150632,0.844847517636169,0.473394835595601,0.575336989150632,0.281663133074447
0.728502246449384,0.5,0.87,0.288646787957471,0.68,0.355,0.87,0.62526866007619,0.614251123224692,0.747634330038095,0.460628484420929,0.614251123224692,0.307325274707004
0.225022035493945,0.5,0.845,0.99554065878384,0.15,0.48,0.845,0.677086073861767,0.362511017746972,0.761043036930883,0.374518018225952,0.362511017746972,0.429318299952391
0.278112756808916,0.5,0.815,0.446383684436565,0.185,0.435,0.815,0.516500073423665,0.389056378404458,0.665750036711832,0.351602138372097,0.389056378404458,0.468605299593799
0.213040119131203,0.5,0.845,1,0.68,0.495,0.845,0.913099066681515,0.356520059565601,0.879049533340758,0.411856530968786,0.356520059565601,0.367793213214246
0.365336198358736,0.5,0.815,0.00482157413424419,0.575,0.525,0.815,0.633826367472562,0.432668099179368,0.724413183736281,0.385693760971883,0.432668099179368,0.415707701510975
0.154596757817192,0.5,0.785,0.934856058778121,0.69,0.44,0.785,0.859639322802954,0.327298378908596,0.822319661401477,0.383206013436691,0.327298378908596,0.412744324209532
0.362664398537705,0.5,0.77,0.948545039650204,0.185,0.525,0.77,0.713129821059634,0.431332199268853,0.741564910529817,0.410965703266223,0.431332199268853,0.380740620149386
0.0787469497592616,0.5,0.775,0.967823436926666,0.075,0.46,0.775,0.623411240784269,0.289373474879631,0.699205620392134,0.329526365090588,0.289373474879631,0.498088249024005
0.0900373864897004,0.5,0.89,0.245813390146285,0.56,0.42,0.89,0.611812219384449,0.29501869324485,0.750906109692225,0.348641600979025,0.29501869324485,0.467172587502328
0.211060964190463,0,0.875,0.5266505035299,0.265,0.67,0.875,0.745526608713752,0.105530482095231,0.810263304356876,0.305264595484036,0.105530482095231,0.525530088744386
0.999753026579018,0,0.5,0.00177732130777746,0.21,0.51,0.5,0.467828257125571,0.499876513289509,0.483914128562785,0.417930213950765,0.483914128562785,0.396643857385787
0.375995877947955,0.5,0.5,0,0.19,0.515,0.5,0.462639532820391,0.437997938973977,0.481319766410195,0.409772568461391,0.437997938973977,0.410195517462984
0.844020796298067,0,0,0,0.125,0.625,0,0.516887685025411,0.422010398149034,0.258443842512705,0.29681808022058,0.258443842512705,0.583217586449095
0.697457807584676,0,0.385,0.740475974655366,0.75,0.635,0.385,0.979530379426281,0.348728903792338,0.68226518971314,0.420331364501826,0.348728903792338,0.378291284511154
0.248178702811903,0,0.5,0.00200552361033704,0.085,0.575,0.5,0.463391571354653,0.124089351405952,0.481695785677326,0.255261712361093,0.16,0.625942812791143
0.417637954536541,0.5,0.225,0.691841302117876,0.15,0.55,0.225,0.650569271782774,0.45881897726827,0.437784635891387,0.298867871053219,0.437784635891387,0.559592301615889
0.517217969847509,0,0.34,0.0273041457202217,0.115,0.405,0.34,0.356352590272377,0.258608984923755,0.348176295136189,0.202261760019981,0.258608984923755,0.70437262463883
0.669740306721329,0.5,0.4,0.645865362657899,0.33,0.495,0.4,0.673823668699334,0.584870153360665,0.536911834349667,0.410593995903444,0.536911834349667,0.397012766878611
0.355725685719803,0,0.3,1,0.24,0.64,0.3,0.83504466835933,0.177862842859901,0.567522334179665,0.358461725679855,0.33,0.47898827289637
0.562082896283826,0.5,0.065,0.015691280706902,0.145,0.385,0.065,0.351162491980108,0.531041448141913,0.208081245990054,0.399707564710656,0.46,0.449119265307711
0.552279119001363,0.5,0.5,0.00597697996198231,0.21,0.6,0.5,0.535747503696257,0.526139559500681,0.517873751848129,0.354671103782937,0.517873751848129,0.474899351155957
0.756328763650021,0.5,0.5,0.00378911585318933,0.18,0.59,0.5,0.515092548958963,0.628164381825011,0.507546274479481,0.635236885434831,0.628164381825011,0.103581203785243
0.432723071389746,0.5,0,0.00393220532267204,0.12,0.58,0,0.482376610766888,0.466361535694873,0.241188305383444,0.312516613692772,0.241188305383444,0.562644312017631
0.911811425137832,0,0.665,0.0109427616555835,0.115,0.595,0.665,0.493217039736047,0.455905712568916,0.579108519868023,0.365004744145646,0.455905712568916,0.457621920374256
0.467425734456677,0,0.15,1,0.175,0.65,0.15,0.815033108284297,0.233712867228338,0.482516554142148,0.275409807123496,0.233712867228338,0.594868029197195
0.841599506065053,0.5,0.165,0.162656160512724,0.115,0.52,0.165,0.476736331066632,0.670799753032526,0.320868165533316,0.390555972855281,0.320868165533316,0.44312972702985
